date,line_id,product,shift,available_time_min,production_time_min,downtime_min,units_produced,defective_units,good_units,availability,performance,quality,oee,downtime_reasons
2026-01-11,LINHA_A,Iogurte Natural,1,480,388,92,29813,289,29524,0.8083,0.9221,0.9903,0.6643,"[{'reason': 'Manutenção Preventiva', 'duration': 92}]"
2026-01-11,LINHA_A,Iogurte Natural,2,480,433,47,33371,1095,32276,0.9021,0.9248,0.9672,0.7262,"[{'reason': 'Ajuste de Equipamento', 'duration': 7}, {'reason': 'Falta de Matéria-Prima', 'duration': 40}]"
2026-01-11,LINHA_A,Iogurte Natural,3,480,294,186,22024,623,21401,0.6125,0.8989,0.9717,0.4815,"[{'reason': 'Falha Elétrica', 'duration': 43}, {'reason': 'Falta de Matéria-Prima', 'duration': 143}]"
2026-01-11,LINHA_B,Iogurte Grego,1,480,480,0,28883,187,28696,1.0,0.9026,0.9935,0.8071,[]
2026-01-11,LINHA_B,Iogurte Grego,2,480,480,0,29105,319,28786,1.0,0.9095,0.989,0.8096,[]
2026-01-11,LINHA_B,Iogurte Grego,3,480,404,76,23569,228,23341,0.8417,0.8751,0.9903,0.6565,"[{'reason': 'Falha Elétrica', 'duration': 33}, {'reason': 'Controle de Qualidade', 'duration': 19}, {'reason': 'Falha Elétrica', 'duration': 24}]"
2026-01-11,LINHA_C,Leite Fermentado,1,480,386,94,22301,163,22138,0.8042,0.9904,0.9927,0.7116,"[{'reason': 'Troca de Sabor', 'duration': 34}, {'reason': 'Limpeza CIP', 'duration': 60}]"
2026-01-11,LINHA_C,Leite Fermentado,2,480,144,336,7567,315,7252,0.3,0.9008,0.9584,0.2331,"[{'reason': 'Falta de Matéria-Prima', 'duration': 170}, {'reason': 'Falta de Matéria-Prima', 'duration': 77}, {'reason': 'Limpeza CIP', 'duration': 35}, {'reason': 'Falta de Matéria-Prima', 'duration': 54}]"
2026-01-11,LINHA_C,Leite Fermentado,3,480,480,0,27558,816,26742,1.0,0.9842,0.9704,0.8596,[]
2026-01-12,LINHA_A,Iogurte Natural,1,480,388,92,31031,269,30762,0.8083,0.9597,0.9913,0.7691,"[{'reason': 'Limpeza CIP', 'duration': 35}, {'reason': 'Troca de Sabor', 'duration': 28}, {'reason': 'Controle de Qualidade', 'duration': 29}]"
2026-01-12,LINHA_A,Iogurte Natural,2,480,480,0,35482,432,35050,1.0,0.8871,0.9878,0.8763,[]
2026-01-12,LINHA_A,Iogurte Natural,3,480,461,19,38277,771,37506,0.9604,0.9964,0.9799,0.9377,"[{'reason': 'Controle de Qualidade', 'duration': 19}]"
2026-01-12,LINHA_B,Iogurte Grego,1,480,480,0,30990,1073,29917,1.0,0.9684,0.9654,0.9349,[]
2026-01-12,LINHA_B,Iogurte Grego,2,480,431,49,25407,1266,24141,0.8979,0.8842,0.9502,0.7544,"[{'reason': 'Troca de Sabor', 'duration': 22}, {'reason': 'Ajuste de Equipamento', 'duration': 27}]"
2026-01-12,LINHA_B,Iogurte Grego,3,480,441,39,27989,230,27759,0.9187,0.952,0.9918,0.8675,"[{'reason': 'Ajuste de Equipamento', 'duration': 27}, {'reason': 'Controle de Qualidade', 'duration': 12}]"
2026-01-12,LINHA_C,Leite Fermentado,1,480,480,0,24882,642,24240,1.0,0.8886,0.9742,0.8657,[]
2026-01-12,LINHA_C,Leite Fermentado,2,480,238,242,12521,271,12250,0.4958,0.9019,0.9784,0.4375,"[{'reason': 'Falta de Matéria-Prima', 'duration': 77}, {'reason': 'Falta de Matéria-Prima', 'duration': 118}, {'reason': 'Limpeza CIP', 'duration': 47}]"
2026-01-12,LINHA_C,Leite Fermentado,3,480,305,175,17436,541,16895,0.6354,0.98,0.969,0.6034,"[{'reason': 'Falta de Matéria-Prima', 'duration': 175}]"
2026-01-13,LINHA_A,Iogurte Natural,1,480,397,83,32455,1477,30978,0.8271,0.981,0.9545,0.7744,"[{'reason': 'Manutenção Preventiva', 'duration': 54}, {'reason': 'Manutenção Preventiva', 'duration': 29}]"
2026-01-13,LINHA_A,Iogurte Natural,2,480,460,20,35989,1657,34332,0.9583,0.9388,0.954,0.8583,"[{'reason': 'Troca de Sabor', 'duration': 20}]"
2026-01-13,LINHA_A,Iogurte Natural,3,480,480,0,37737,1261,36476,1.0,0.9434,0.9666,0.9119,[]
2026-01-13,LINHA_B,Iogurte Grego,1,480,456,24,29104,1336,27768,0.95,0.9574,0.9541,0.8677,"[{'reason': 'Ajuste de Equipamento', 'duration': 24}]"
2026-01-13,LINHA_B,Iogurte Grego,2,480,480,0,28340,1380,26960,1.0,0.8856,0.9513,0.8425,[]
2026-01-13,LINHA_B,Iogurte Grego,3,480,480,0,31301,849,30452,1.0,0.9782,0.9729,0.9516,[]
2026-01-13,LINHA_C,Leite Fermentado,1,480,461,19,24654,694,23960,0.9604,0.9168,0.9719,0.8557,"[{'reason': 'Ajuste de Equipamento', 'duration': 19}]"
2026-01-13,LINHA_C,Leite Fermentado,2,480,436,44,22242,502,21740,0.9083,0.8745,0.9774,0.7764,"[{'reason': 'Limpeza CIP', 'duration': 44}]"
2026-01-13,LINHA_C,Leite Fermentado,3,480,431,49,22596,899,21697,0.8979,0.8987,0.9602,0.7749,"[{'reason': 'Ajuste de Equipamento', 'duration': 27}, {'reason': 'Falha Elétrica', 'duration': 22}]"
2026-01-14,LINHA_A,Iogurte Natural,1,480,480,0,39818,1012,38806,1.0,0.9955,0.9746,0.9701,[]
2026-01-14,LINHA_A,Iogurte Natural,2,480,456,24,33267,944,32323,0.95,0.8754,0.9716,0.8081,"[{'reason': 'Controle de Qualidade', 'duration': 24}]"
2026-01-14,LINHA_A,Iogurte Natural,3,480,388,92,28689,940,27749,0.8083,0.8873,0.9672,0.6937,"[{'reason': 'Limpeza CIP', 'duration': 49}, {'reason': 'Troca de Sabor', 'duration': 43}]"
2026-01-14,LINHA_B,Iogurte Grego,1,480,428,52,24970,166,24804,0.8917,0.8751,0.9934,0.7751,"[{'reason': 'Falha Elétrica', 'duration': 52}]"
2026-01-14,LINHA_B,Iogurte Grego,2,480,438,42,28348,888,27460,0.9125,0.9708,0.9687,0.8581,"[{'reason': 'Ajuste de Equipamento', 'duration': 5}, {'reason': 'Limpeza CIP', 'duration': 37}]"
2026-01-14,LINHA_B,Iogurte Grego,3,480,441,39,25483,436,25047,0.9187,0.8668,0.9829,0.7827,"[{'reason': 'Troca de Sabor', 'duration': 39}]"
2026-01-14,LINHA_C,Leite Fermentado,1,480,480,0,26030,1227,24803,1.0,0.9296,0.9529,0.8858,[]
2026-01-14,LINHA_C,Leite Fermentado,2,480,480,0,24312,616,23696,1.0,0.8683,0.9747,0.8463,[]
2026-01-14,LINHA_C,Leite Fermentado,3,480,418,62,20877,243,20634,0.8708,0.8562,0.9884,0.7369,"[{'reason': 'Ajuste de Equipamento', 'duration': 23}, {'reason': 'Troca de Sabor', 'duration': 39}]"
2026-01-15,LINHA_A,Iogurte Natural,1,480,382,98,31603,1066,30537,0.7958,0.9928,0.9663,0.7634,"[{'reason': 'Manutenção Preventiva', 'duration': 80}, {'reason': 'Controle de Qualidade', 'duration': 18}]"
2026-01-15,LINHA_A,Iogurte Natural,2,480,341,139,26237,918,25319,0.7104,0.9233,0.965,0.633,"[{'reason': 'Manutenção Preventiva', 'duration': 94}, {'reason': 'Falha Elétrica', 'duration': 45}]"
2026-01-15,LINHA_A,Iogurte Natural,3,480,480,0,34179,644,33535,1.0,0.8545,0.9812,0.8384,[]
2026-01-15,LINHA_B,Iogurte Grego,1,480,468,12,29671,1443,28228,0.975,0.951,0.9514,0.8821,"[{'reason': 'Controle de Qualidade', 'duration': 12}]"
2026-01-15,LINHA_B,Iogurte Grego,2,480,480,0,30428,759,29669,1.0,0.9509,0.9751,0.9272,[]
2026-01-15,LINHA_B,Iogurte Grego,3,480,459,21,29189,1246,27943,0.9563,0.9539,0.9573,0.8732,"[{'reason': 'Controle de Qualidade', 'duration': 21}]"
2026-01-15,LINHA_C,Leite Fermentado,1,480,397,83,22702,696,22006,0.8271,0.9803,0.9693,0.7859,"[{'reason': 'Falha Elétrica', 'duration': 26}, {'reason': 'Limpeza CIP', 'duration': 57}]"
2026-01-15,LINHA_C,Leite Fermentado,2,480,480,0,27709,998,26711,1.0,0.9896,0.964,0.954,[]
2026-01-15,LINHA_C,Leite Fermentado,3,480,418,62,23135,525,22610,0.8708,0.9488,0.9773,0.8075,"[{'reason': 'Manutenção Preventiva', 'duration': 62}]"
2026-01-16,LINHA_A,Iogurte Natural,1,480,431,49,34073,1702,32371,0.8979,0.9487,0.95,0.8093,"[{'reason': 'Falha Elétrica', 'duration': 49}]"
2026-01-16,LINHA_A,Iogurte Natural,2,480,480,0,39863,929,38934,1.0,0.9966,0.9767,0.9734,[]
2026-01-16,LINHA_A,Iogurte Natural,3,480,320,160,23974,840,23134,0.6667,0.899,0.965,0.5784,"[{'reason': 'Controle de Qualidade', 'duration': 19}, {'reason': 'Falha Elétrica', 'duration': 57}, {'reason': 'Troca de Sabor', 'duration': 29}, {'reason': 'Limpeza CIP', 'duration': 40}, {'reason': 'Ajuste de Equipamento', 'duration': 15}]"
2026-01-16,LINHA_B,Iogurte Grego,1,480,330,150,21398,222,21176,0.6875,0.9726,0.9896,0.6618,"[{'reason': 'Limpeza CIP', 'duration': 54}, {'reason': 'Falha Elétrica', 'duration': 60}, {'reason': 'Troca de Sabor', 'duration': 36}]"
2026-01-16,LINHA_B,Iogurte Grego,2,480,457,23,27380,588,26792,0.9521,0.8987,0.9785,0.8372,"[{'reason': 'Controle de Qualidade', 'duration': 23}]"
2026-01-16,LINHA_B,Iogurte Grego,3,480,459,21,28069,440,27629,0.9563,0.9173,0.9843,0.8634,"[{'reason': 'Troca de Sabor', 'duration': 21}]"
2026-01-16,LINHA_C,Leite Fermentado,1,480,450,30,22600,726,21874,0.9375,0.861,0.9679,0.7812,"[{'reason': 'Controle de Qualidade', 'duration': 30}]"
2026-01-16,LINHA_C,Leite Fermentado,2,480,391,89,20686,907,19779,0.8146,0.9069,0.9562,0.7064,"[{'reason': 'Controle de Qualidade', 'duration': 11}, {'reason': 'Falta de Matéria-Prima', 'duration': 78}]"
2026-01-16,LINHA_C,Leite Fermentado,3,480,399,81,20975,463,20512,0.8313,0.9012,0.9779,0.7326,"[{'reason': 'Manutenção Preventiva', 'duration': 56}, {'reason': 'Controle de Qualidade', 'duration': 25}]"
2026-01-17,LINHA_A,Iogurte Natural,1,480,400,80,31372,1236,30136,0.8333,0.9412,0.9606,0.6781,"[{'reason': 'Limpeza CIP', 'duration': 30}, {'reason': 'Falta de Matéria-Prima', 'duration': 50}]"
2026-01-17,LINHA_A,Iogurte Natural,2,480,416,64,30484,162,30322,0.8667,0.8793,0.9947,0.6822,"[{'reason': 'Ajuste de Equipamento', 'duration': 22}, {'reason': 'Troca de Sabor', 'duration': 32}, {'reason': 'Falha Elétrica', 'duration': 10}]"
2026-01-17,LINHA_A,Iogurte Natural,3,480,428,52,35276,272,35004,0.8917,0.989,0.9923,0.7876,"[{'reason': 'Falta de Matéria-Prima', 'duration': 39}, {'reason': 'Controle de Qualidade', 'duration': 13}]"
2026-01-17,LINHA_B,Iogurte Grego,1,480,376,104,23133,382,22751,0.7833,0.9229,0.9835,0.6399,"[{'reason': 'Manutenção Preventiva', 'duration': 83}, {'reason': 'Ajuste de Equipamento', 'duration': 21}]"
2026-01-17,LINHA_B,Iogurte Grego,2,480,462,18,29889,874,29015,0.9625,0.9704,0.9708,0.816,"[{'reason': 'Ajuste de Equipamento', 'duration': 18}]"
2026-01-17,LINHA_B,Iogurte Grego,3,480,455,25,29041,501,28540,0.9479,0.9574,0.9827,0.8027,"[{'reason': 'Controle de Qualidade', 'duration': 25}]"
2026-01-17,LINHA_C,Leite Fermentado,1,480,354,126,18113,645,17468,0.7375,0.8771,0.9644,0.5615,"[{'reason': 'Falta de Matéria-Prima', 'duration': 126}]"
2026-01-17,LINHA_C,Leite Fermentado,2,480,480,0,26005,959,25046,1.0,0.9287,0.9631,0.805,[]
2026-01-17,LINHA_C,Leite Fermentado,3,480,480,0,26182,433,25749,1.0,0.9351,0.9835,0.8276,[]
2026-01-18,LINHA_A,Iogurte Natural,1,480,220,260,15702,525,15177,0.4583,0.8565,0.9666,0.3415,"[{'reason': 'Manutenção Preventiva', 'duration': 69}, {'reason': 'Falta de Matéria-Prima', 'duration': 163}, {'reason': 'Manutenção Preventiva', 'duration': 28}]"
2026-01-18,LINHA_A,Iogurte Natural,2,480,392,88,28805,935,27870,0.8167,0.8818,0.9675,0.6271,"[{'reason': 'Ajuste de Equipamento', 'duration': 29}, {'reason': 'Falha Elétrica', 'duration': 26}, {'reason': 'Ajuste de Equipamento', 'duration': 5}, {'reason': 'Ajuste de Equipamento', 'duration': 28}]"
2026-01-18,LINHA_A,Iogurte Natural,3,480,416,64,30698,1231,29467,0.8667,0.8855,0.9599,0.663,"[{'reason': 'Ajuste de Equipamento', 'duration': 23}, {'reason': 'Controle de Qualidade', 'duration': 14}, {'reason': 'Controle de Qualidade', 'duration': 27}]"
2026-01-18,LINHA_B,Iogurte Grego,1,480,459,21,29074,270,28804,0.9563,0.9501,0.9907,0.8101,"[{'reason': 'Controle de Qualidade', 'duration': 21}]"
2026-01-18,LINHA_B,Iogurte Grego,2,480,446,34,26022,992,25030,0.9292,0.8752,0.9619,0.704,"[{'reason': 'Falha Elétrica', 'duration': 34}]"
2026-01-18,LINHA_B,Iogurte Grego,3,480,409,71,23568,142,23426,0.8521,0.8644,0.994,0.6589,"[{'reason': 'Falta de Matéria-Prima', 'duration': 71}]"
2026-01-18,LINHA_C,Leite Fermentado,1,480,454,26,23432,529,22903,0.9458,0.8848,0.9774,0.7362,"[{'reason': 'Falha Elétrica', 'duration': 19}, {'reason': 'Falha Elétrica', 'duration': 7}]"
2026-01-18,LINHA_C,Leite Fermentado,2,480,411,69,22878,530,22348,0.8562,0.9542,0.9768,0.7183,"[{'reason': 'Controle de Qualidade', 'duration': 22}, {'reason': 'Falha Elétrica', 'duration': 47}]"
2026-01-18,LINHA_C,Leite Fermentado,3,480,378,102,22021,237,21784,0.7875,0.9987,0.9892,0.7002,"[{'reason': 'Manutenção Preventiva', 'duration': 83}, {'reason': 'Troca de Sabor', 'duration': 19}]"
2026-01-19,LINHA_A,Iogurte Natural,1,480,480,0,38346,1189,37157,1.0,0.9587,0.969,0.9289,[]
2026-01-19,LINHA_A,Iogurte Natural,2,480,480,0,34513,1561,32952,1.0,0.8628,0.9548,0.8238,[]
2026-01-19,LINHA_A,Iogurte Natural,3,480,480,0,35940,546,35394,1.0,0.8985,0.9848,0.8849,[]
2026-01-19,LINHA_B,Iogurte Grego,1,480,423,57,26165,210,25955,0.8812,0.9278,0.992,0.8111,"[{'reason': 'Limpeza CIP', 'duration': 57}]"
2026-01-19,LINHA_B,Iogurte Grego,2,480,467,13,28985,1292,27693,0.9729,0.931,0.9554,0.8654,"[{'reason': 'Controle de Qualidade', 'duration': 13}]"
2026-01-19,LINHA_B,Iogurte Grego,3,480,398,82,23878,838,23040,0.8292,0.8999,0.9649,0.72,"[{'reason': 'Controle de Qualidade', 'duration': 10}, {'reason': 'Manutenção Preventiva', 'duration': 72}]"
2026-01-19,LINHA_C,Leite Fermentado,1,480,387,93,19392,587,18805,0.8063,0.859,0.9697,0.6716,"[{'reason': 'Manutenção Preventiva', 'duration': 29}, {'reason': 'Controle de Qualidade', 'duration': 18}, {'reason': 'Falha Elétrica', 'duration': 46}]"
2026-01-19,LINHA_C,Leite Fermentado,2,480,423,57,23527,330,23197,0.8812,0.9535,0.986,0.8285,"[{'reason': 'Limpeza CIP', 'duration': 57}]"
2026-01-19,LINHA_C,Leite Fermentado,3,480,480,0,25691,1002,24689,1.0,0.9175,0.961,0.8817,[]
2026-01-20,LINHA_A,Iogurte Natural,1,480,428,52,35277,548,34729,0.8917,0.9891,0.9845,0.8682,"[{'reason': 'Falha Elétrica', 'duration': 25}, {'reason': 'Controle de Qualidade', 'duration': 27}]"
2026-01-20,LINHA_A,Iogurte Natural,2,480,446,34,37124,1734,35390,0.9292,0.9989,0.9533,0.8848,"[{'reason': 'Troca de Sabor', 'duration': 34}]"
2026-01-20,LINHA_A,Iogurte Natural,3,480,388,92,27915,1088,26827,0.8083,0.8634,0.961,0.6707,"[{'reason': 'Limpeza CIP', 'duration': 37}, {'reason': 'Ajuste de Equipamento', 'duration': 12}, {'reason': 'Limpeza CIP', 'duration': 43}]"
2026-01-20,LINHA_B,Iogurte Grego,1,480,480,0,31165,1252,29913,1.0,0.9739,0.9598,0.9348,[]
2026-01-20,LINHA_B,Iogurte Grego,2,480,426,54,25431,428,25003,0.8875,0.8955,0.9832,0.7813,"[{'reason': 'Limpeza CIP', 'duration': 54}]"
2026-01-20,LINHA_B,Iogurte Grego,3,480,436,44,28791,861,27930,0.9083,0.9905,0.9701,0.8728,"[{'reason': 'Limpeza CIP', 'duration': 44}]"
2026-01-20,LINHA_C,Leite Fermentado,1,480,372,108,19900,637,19263,0.775,0.9171,0.968,0.688,"[{'reason': 'Manutenção Preventiva', 'duration': 108}]"
2026-01-20,LINHA_C,Leite Fermentado,2,480,426,54,21899,1026,20873,0.8875,0.8812,0.9531,0.7455,"[{'reason': 'Ajuste de Equipamento', 'duration': 5}, {'reason': 'Troca de Sabor', 'duration': 25}, {'reason': 'Troca de Sabor', 'duration': 24}]"
2026-01-20,LINHA_C,Leite Fermentado,3,480,480,0,27233,602,26631,1.0,0.9726,0.9779,0.9511,[]
2026-01-21,LINHA_A,Iogurte Natural,1,480,280,200,20116,465,19651,0.5833,0.8621,0.9769,0.4913,"[{'reason': 'Falha Elétrica', 'duration': 14}, {'reason': 'Falta de Matéria-Prima', 'duration': 145}, {'reason': 'Falha Elétrica', 'duration': 41}]"
2026-01-21,LINHA_A,Iogurte Natural,2,480,480,0,38169,785,37384,1.0,0.9542,0.9794,0.9346,[]
2026-01-21,LINHA_A,Iogurte Natural,3,480,365,115,29787,1385,28402,0.7604,0.9793,0.9535,0.71,"[{'reason': 'Manutenção Preventiva', 'duration': 41}, {'reason': 'Manutenção Preventiva', 'duration': 30}, {'reason': 'Falha Elétrica', 'duration': 44}]"
2026-01-21,LINHA_B,Iogurte Grego,1,480,264,216,16286,373,15913,0.55,0.9253,0.9771,0.4973,"[{'reason': 'Falta de Matéria-Prima', 'duration': 137}, {'reason': 'Manutenção Preventiva', 'duration': 49}, {'reason': 'Controle de Qualidade', 'duration': 30}]"
2026-01-21,LINHA_B,Iogurte Grego,2,480,480,0,28964,233,28731,1.0,0.9051,0.992,0.8978,[]
2026-01-21,LINHA_B,Iogurte Grego,3,480,480,0,27848,1346,26502,1.0,0.8702,0.9517,0.8282,[]
2026-01-21,LINHA_C,Leite Fermentado,1,480,392,88,21172,524,20648,0.8167,0.9259,0.9753,0.7374,"[{'reason': 'Ajuste de Equipamento', 'duration': 19}, {'reason': 'Ajuste de Equipamento', 'duration': 26}, {'reason': 'Troca de Sabor', 'duration': 43}]"
2026-01-21,LINHA_C,Leite Fermentado,2,480,480,0,26491,389,26102,1.0,0.9461,0.9853,0.9322,[]
2026-01-21,LINHA_C,Leite Fermentado,3,480,432,48,21651,868,20783,0.9,0.8592,0.9599,0.7422,"[{'reason': 'Controle de Qualidade', 'duration': 19}, {'reason': 'Manutenção Preventiva', 'duration': 29}]"
2026-01-22,LINHA_A,Iogurte Natural,1,480,459,21,38220,290,37930,0.9563,0.9992,0.9924,0.9483,"[{'reason': 'Controle de Qualidade', 'duration': 21}]"
2026-01-22,LINHA_A,Iogurte Natural,2,480,406,74,29480,308,29172,0.8458,0.8713,0.9896,0.7293,"[{'reason': 'Ajuste de Equipamento', 'duration': 25}, {'reason': 'Falha Elétrica', 'duration': 49}]"
2026-01-22,LINHA_A,Iogurte Natural,3,480,461,19,36642,285,36357,0.9604,0.9538,0.9922,0.9089,"[{'reason': 'Ajuste de Equipamento', 'duration': 19}]"
2026-01-22,LINHA_B,Iogurte Grego,1,480,290,190,18242,523,17719,0.6042,0.9436,0.9713,0.5537,"[{'reason': 'Ajuste de Equipamento', 'duration': 11}, {'reason': 'Falha Elétrica', 'duration': 59}, {'reason': 'Controle de Qualidade', 'duration': 13}, {'reason': 'Falta de Matéria-Prima', 'duration': 107}]"
2026-01-22,LINHA_B,Iogurte Grego,2,480,480,0,31455,793,30662,1.0,0.983,0.9748,0.9582,[]
2026-01-22,LINHA_B,Iogurte Grego,3,480,480,0,28965,684,28281,1.0,0.9052,0.9764,0.8838,[]
2026-01-22,LINHA_C,Leite Fermentado,1,480,426,54,22673,604,22069,0.8875,0.9124,0.9734,0.7882,"[{'reason': 'Ajuste de Equipamento', 'duration': 27}, {'reason': 'Ajuste de Equipamento', 'duration': 5}, {'reason': 'Falha Elétrica', 'duration': 22}]"
2026-01-22,LINHA_C,Leite Fermentado,2,480,480,0,24891,976,23915,1.0,0.889,0.9608,0.8541,[]
2026-01-22,LINHA_C,Leite Fermentado,3,480,480,0,26048,382,25666,1.0,0.9303,0.9853,0.9166,[]
2026-01-23,LINHA_A,Iogurte Natural,1,480,480,0,35447,1733,33714,1.0,0.8862,0.9511,0.8428,[]
2026-01-23,LINHA_A,Iogurte Natural,2,480,384,96,29830,759,29071,0.8,0.9322,0.9746,0.7268,"[{'reason': 'Troca de Sabor', 'duration': 33}, {'reason': 'Troca de Sabor', 'duration': 44}, {'reason': 'Controle de Qualidade', 'duration': 19}]"
2026-01-23,LINHA_A,Iogurte Natural,3,480,315,165,24234,284,23950,0.6562,0.9232,0.9883,0.5988,"[{'reason': 'Falta de Matéria-Prima', 'duration': 165}]"
2026-01-23,LINHA_B,Iogurte Grego,1,480,308,172,18611,423,18188,0.6417,0.9064,0.9773,0.5684,"[{'reason': 'Falta de Matéria-Prima', 'duration': 172}]"
2026-01-23,LINHA_B,Iogurte Grego,2,480,104,376,6608,163,6445,0.2167,0.9531,0.9753,0.2014,"[{'reason': 'Falta de Matéria-Prima', 'duration': 168}, {'reason': 'Ajuste de Equipamento', 'duration': 26}, {'reason': 'Manutenção Preventiva', 'duration': 100}, {'reason': 'Limpeza CIP', 'duration': 58}, {'reason': 'Troca de Sabor', 'duration': 24}]"
2026-01-23,LINHA_B,Iogurte Grego,3,480,469,11,26756,1219,25537,0.9771,0.8557,0.9544,0.798,"[{'reason': 'Controle de Qualidade', 'duration': 11}]"
2026-01-23,LINHA_C,Leite Fermentado,1,480,449,31,25779,867,24912,0.9354,0.9842,0.9664,0.8897,"[{'reason': 'Manutenção Preventiva', 'duration': 31}]"
2026-01-23,LINHA_C,Leite Fermentado,2,480,465,15,25165,295,24870,0.9688,0.9277,0.9883,0.8882,"[{'reason': 'Ajuste de Equipamento', 'duration': 15}]"
2026-01-23,LINHA_C,Leite Fermentado,3,480,421,59,21186,788,20398,0.8771,0.8627,0.9628,0.7285,"[{'reason': 'Falha Elétrica', 'duration': 16}, {'reason': 'Falta de Matéria-Prima', 'duration': 43}]"
2026-01-24,LINHA_A,Iogurte Natural,1,480,480,0,34427,190,34237,1.0,0.8607,0.9945,0.7703,[]
2026-01-24,LINHA_A,Iogurte Natural,2,480,422,58,31736,1264,30472,0.8792,0.9024,0.9602,0.6856,"[{'reason': 'Ajuste de Equipamento', 'duration': 10}, {'reason': 'Ajuste de Equipamento', 'duration': 20}, {'reason': 'Ajuste de Equipamento', 'duration': 28}]"
2026-01-24,LINHA_A,Iogurte Natural,3,480,480,0,35044,330,34714,1.0,0.8761,0.9906,0.7811,[]
2026-01-24,LINHA_B,Iogurte Grego,1,480,402,78,22864,198,22666,0.8375,0.8531,0.9913,0.6375,"[{'reason': 'Limpeza CIP', 'duration': 44}, {'reason': 'Limpeza CIP', 'duration': 34}]"
2026-01-24,LINHA_B,Iogurte Grego,2,480,369,111,23215,515,22700,0.7688,0.9437,0.9778,0.6384,"[{'reason': 'Falta de Matéria-Prima', 'duration': 111}]"
2026-01-24,LINHA_B,Iogurte Grego,3,480,480,0,27782,907,26875,1.0,0.8682,0.9674,0.7559,[]
2026-01-24,LINHA_C,Leite Fermentado,1,480,398,82,23106,946,22160,0.8292,0.9952,0.9591,0.7123,"[{'reason': 'Limpeza CIP', 'duration': 55}, {'reason': 'Falha Elétrica', 'duration': 5}, {'reason': 'Ajuste de Equipamento', 'duration': 22}]"
2026-01-24,LINHA_C,Leite Fermentado,2,480,436,44,23840,921,22919,0.9083,0.9374,0.9614,0.7367,"[{'reason': 'Limpeza CIP', 'duration': 44}]"
2026-01-24,LINHA_C,Leite Fermentado,3,480,400,80,21017,982,20035,0.8333,0.9007,0.9533,0.644,"[{'reason': 'Ajuste de Equipamento', 'duration': 23}, {'reason': 'Falha Elétrica', 'duration': 57}]"
2026-01-25,LINHA_A,Iogurte Natural,1,480,480,0,36592,906,35686,1.0,0.9148,0.9752,0.8029,[]
2026-01-25,LINHA_A,Iogurte Natural,2,480,299,181,21633,300,21333,0.6229,0.8682,0.9861,0.48,"[{'reason': 'Limpeza CIP', 'duration': 51}, {'reason': 'Falta de Matéria-Prima', 'duration': 130}]"
2026-01-25,LINHA_A,Iogurte Natural,3,480,446,34,36140,1581,34559,0.9292,0.9724,0.9563,0.7776,"[{'reason': 'Troca de Sabor', 'duration': 34}]"
2026-01-25,LINHA_B,Iogurte Grego,1,480,255,225,16375,421,15954,0.5312,0.9632,0.9743,0.4487,"[{'reason': 'Falta de Matéria-Prima', 'duration': 175}, {'reason': 'Limpeza CIP', 'duration': 50}]"
2026-01-25,LINHA_B,Iogurte Grego,2,480,400,80,24846,1225,23621,0.8333,0.9317,0.9507,0.6643,"[{'reason': 'Controle de Qualidade', 'duration': 19}, {'reason': 'Falha Elétrica', 'duration': 12}, {'reason': 'Manutenção Preventiva', 'duration': 25}, {'reason': 'Troca de Sabor', 'duration': 24}]"
2026-01-25,LINHA_B,Iogurte Grego,3,480,467,13,27233,297,26936,0.9729,0.8747,0.9891,0.7576,"[{'reason': 'Controle de Qualidade', 'duration': 13}]"
2026-01-25,LINHA_C,Leite Fermentado,1,480,374,106,20199,865,19334,0.7792,0.9259,0.9572,0.6214,"[{'reason': 'Limpeza CIP', 'duration': 37}, {'reason': 'Manutenção Preventiva', 'duration': 69}]"
2026-01-25,LINHA_C,Leite Fermentado,2,480,344,136,17952,546,17406,0.7167,0.8946,0.9696,0.5595,"[{'reason': 'Controle de Qualidade', 'duration': 21}, {'reason': 'Falha Elétrica', 'duration': 42}, {'reason': 'Manutenção Preventiva', 'duration': 73}]"
2026-01-25,LINHA_C,Leite Fermentado,3,480,336,144,18016,97,17919,0.7,0.9192,0.9946,0.576,"[{'reason': 'Limpeza CIP', 'duration': 56}, {'reason': 'Controle de Qualidade', 'duration': 29}, {'reason': 'Falha Elétrica', 'duration': 22}, {'reason': 'Troca de Sabor', 'duration': 37}]"
2026-01-26,LINHA_A,Iogurte Natural,1,480,480,0,39950,378,39572,1.0,0.9988,0.9905,0.9893,[]
2026-01-26,LINHA_A,Iogurte Natural,2,480,340,140,26442,1004,25438,0.7083,0.9332,0.962,0.636,"[{'reason': 'Falta de Matéria-Prima', 'duration': 123}, {'reason': 'Controle de Qualidade', 'duration': 17}]"
2026-01-26,LINHA_A,Iogurte Natural,3,480,480,0,36132,1455,34677,1.0,0.9033,0.9597,0.8669,[]
2026-01-26,LINHA_B,Iogurte Grego,1,480,429,51,27574,181,27393,0.8938,0.9641,0.9934,0.856,"[{'reason': 'Limpeza CIP', 'duration': 51}]"
2026-01-26,LINHA_B,Iogurte Grego,2,480,480,0,31798,685,31113,1.0,0.9937,0.9785,0.9723,[]
2026-01-26,LINHA_B,Iogurte Grego,3,480,480,0,28666,1274,27392,1.0,0.8958,0.9556,0.856,[]
